SOL,TARGET_CCA,TARGET,TARGET_MSL,EASTING_M,NORTHING_M,ELEV_M,LATITUDE,LONGITUDE
592,Shepherds_Bore,Shepherds_Bore,Shepherds_Bore,8144515.489,-274877.2726,-4478.696217,-4.63734585,137.4029026
594,Maddox,Maddox,Maddox,8144512.255,-274900.4346,-4478.976408,-4.637736607,137.402848
594,Matheson,Matheson,Matheson,8144511.344,-274898.8986,-4479.070407,-4.637710693,137.4028326
594,Maude_Headley,Maude_Headley,Maude Headley,8144496.959,-274904.0015,-4479.736215,-4.637796782,137.40259
594,McHale,McHale,McHale,8144511.996,-274901.165,-4478.957801,-4.63774893,137.4028436
594,McSherrys,McSherrys,McSherrys,8144512.047,-274900.2581,-4478.997411,-4.63773363,137.4028445
601,Glidden,Glidden,Glidden,8144475.326,-274930.3773,-4480.248637,-4.638241759,137.402225
601,Harms,Harms,Harms,8144475.18,-274929.018,-4480.286572,-4.638218826,137.4022225
601,Liga,Liga,Liga,8144475.948,-274929.7885,-4480.242456,-4.638231826,137.4022355
601,Nullara,Nullara,Nullara,8144476.298,-274926.5571,-4480.324239,-4.63817731,137.4022414
602,Forman,Forman,Forman,8144475.434,-274927.7733,-4480.37101,-4.638197829,137.4022268
605,Babrongan,Babrongan,Babrongan,8144475.681,-274961.2356,-4480.243246,-4.638762357,137.402231
606,Lagrange,Lagrange,Lagrange,8144476.009,-274961.3177,-4480.246715,-4.638763742,137.4022365
608,Corrara,Corrara,Corrara,8144460.482,-274964.9804,-4478.658202,-4.638825534,137.4019746
608,Fargoo,Fargoo,Fargoo,8144460.876,-274964.767,-4478.705882,-4.638821934,137.4019812
608,Forster,Forster,Forster,8144460.7,-274964.8704,-4478.681473,-4.638823679,137.4019783
608,Paperbark,Paperbark,Paperbark,8144463.157,-274963.1366,-4478.652503,-4.638794428,137.4020197
608,Pentecost,Pentecost,Pentecost,8144463.761,-274962.8983,-4478.700657,-4.638790408,137.4020299
608,Wallal,Wallal,Wallal,8144461.706,-274964.5696,-4478.919373,-4.638818605,137.4019952
609,Cow_Bore,Cow_Bore,Cow_Bore,8144461.235,-274964.4139,-4478.677938,-4.638815977,137.4019873
609,Jarrad,Jarrad,Jarrad,8144460.897,-274964.5673,-4478.638992,-4.638818565,137.4019816
611,Blina,Blina,Blina,8144460.478,-274964.7106,-4478.59824,-4.638820983,137.4019745
611,Blinker_Hill,Blinker_Hill,Blinker_Hill,8144460.418,-274964.4782,-4478.544977,-4.638817062,137.4019735
611,Kevins_Dam,Kevins_Dam,Kevins_Dam,8144461.009,-274964.1472,-4478.568898,-4.638811478,137.4019835
611,Stephen,Stephen,Stephen,8144460.854,-274964.3718,-4478.576981,-4.638815266,137.4019809
611,Thangoo,Thangoo,Thangoo,8144460.589,-274964.5328,-4478.578263,-4.638817983,137.4019764
614,Windjana,Windjana,Windjana,8144460.661,-274964.3723,-4478.557329,-4.638815275,137.4019776
615,Mahoney,Mahoney,Mahoney,8144460.294,-274960.8108,-4478.063559,-4.63875519,137.4019714
615,Windjana_Mini_Drill_Tailings,Windjana,Windjana_Mini_Drill_Tailings,8144460.703,-274964.3757,-4478.566162,-4.638815333,137.4019783
618,Beagle,Beagle,Beagle,8144459.815,-274962.4052,-4478.034674,-4.63878209,137.4019633
618,Hawk,Hawk,Hawk,8144462.132,-274963.1791,-4478.545916,-4.638795145,137.4020024
619,Windjana_Mini_Drill_Horizontal,Windjana,sol00615_mini_drill,8144458.362,-274962.048,-4479.585703,-4.638776063,137.4019388
619,Windjana_Mini_Drill_Vertical,Windjana,sol00615_mini_drill,8144458.362,-274962.048,-4479.585703,-4.638776063,137.4019388
620,Neil,Neil,Neil,8144460.845,-274964.3473,-4478.573897,-4.638814854,137.4019807
620,Stephen_DP,Stephen,Stephen_DP,0,0,0,1,0
620,Stephen_DP,Stephen,Stephen_DP,0,0,0,1,0
620,Stephen_DP,Stephen,Stephen_DP,0,0,0,1,0
620,Stephen_DP,Stephen,Stephen_DP,0,0,0,1,0
620,Stephen_DP,Stephen,Stephen_DP,0,0,0,1,0
622,Windjana_drill_Hole_RMI,Windjana,Windjana_drill_Hole_RMI,8144460.659,-274964.362,-4478.551419,-4.638815102,137.4019776
622,Windjana_drill_tailings,Windjana,Windjana_drill_tailings,8144460.632,-274964.334,-4478.545905,-4.63881463,137.4019771
626,Mondooma,Mondooma,Mondooma,8144459.521,-274966.1032,-4478.574197,-4.638844476,137.4019584
626,Windjana_drill_Hole_RMI,Windjana,Windjana_drill_Hole_RMI,8144460.659,-274964.362,-4478.551419,-4.638815102,137.4019776
626,Windjana_drill_tailings2,Windjana,Windjana_drill_tailings2,8144460.653,-274964.3313,-4478.548477,-4.638814583,137.4019775
627,Loadstone,Loadstone,Loadstone,8144459.456,-274965.4885,-4478.512548,-4.638834106,137.4019573
627,San_Sou,San_Sou,San_Sou,8144460.462,-274960.5046,-4478.043559,-4.638750024,137.4019742
628,Dillinger,Dillinger,Dillinger,8144460.47,-274961.227,-4478.181698,-4.638762212,137.4019744
628,Mahoney_2,Mahoney,Mahoney2,8144460.342,-274960.8185,-4478.083711,-4.63875532,137.4019722
628,Tumagee,Tumagee,Tumagee,8144459.19,-274965.2175,-4478.428909,-4.638829534,137.4019528
628,Yarrada,Yarrada,Yarrada,8144460.511,-274963.0665,-4478.36558,-4.638793245,137.4019751
630,Stephen_DP_2,Stephen,Stephen2,8144460.842,-274964.3729,-4478.578334,-4.638815285,137.4019807
632,Kalumburo,Kalumburo,Kalumburo,8144467.26,-275009.8351,-4478.218891,-4.639582259,137.4020889
632,Moogana,Moogana,Moogana,8144468.484,-275009.9654,-4478.126821,-4.639584459,137.4021096
636,Lamboo,Lamboo,Lamboo,8144350.727,-275067.187,-4475.615848,-4.640549821,137.4001229
637,Lebanon,Lebanon,Lebanon,8144266.509,-275059.6557,-4475.755489,-4.640422763,137.3987021
637,Littleton,Littleton,Littleton,8144260.837,-275083.1113,-4477.167345,-4.640818474,137.3986064
639,Dune_Field,Dunes,Sol 635 dunes,8144429.568,-275072.6044,-4472.869824,-4.640641216,137.401453
640,Dune_Field,Dunes,Sol 635 dunes,8144429.568,-275072.6044,-4472.869824,-4.640641216,137.401453
640,Littleton_640,Littleton,Littleton_640,8144262.603,-275083.5659,-4477.378095,-4.640826143,137.3986362
641,Distant_Crater,Distant_Crater,Distant_Crater,8144254.19,-275051.1402,-4472.85317,-4.640279102,137.3984943
643,Piermont,Piermont,Piermont,8144241.117,-275028.388,-4474.858779,-4.639895259,137.3982738
646,Exeter,Exeter,Exeter,8144069.317,-275090.3506,-4475.57675,-4.640940605,137.3953754
646,Exeter_2,Exeter,Exeter_2,8144069.311,-275090.3402,-4475.600046,-4.64094043,137.3953753
654,Albee,Albee,Albee,8143990.144,-275089.5903,-4473.391028,-4.640927778,137.3940397
654,Meetinghouse,Meetinghouse,Meetinghouse,8143988.691,-275089.489,-4473.470318,-4.640926069,137.3940152
654,Meetinghouse_2,Meetinghouse,Meetinghouse_2,8143988.692,-275089.6154,-4473.45611,-4.640928201,137.3940152
654,Winnipesaukee,Winnipesaukee,Winnipesaukee,8143989.962,-275089.2571,-4473.455041,-4.640922157,137.3940366
655,Podunk_2,Podunk,Podunk_2,8143986.666,-275088.161,-4473.692256,-4.640903665,137.393981
656,Kittery,Kittery,Kittery,8143907.256,-275117.2682,-4472.880911,-4.641394721,137.3926413
656,Mascoma,Mascoma,Mascoma,8143908.464,-275118.4161,-4472.996578,-4.641414087,137.3926617
658,Dunes_657,Dunes,Dunes_657,8143775.658,-275176.8182,-4470.627593,-4.642399366,137.3904212
658,Dunes_658,Dunes,Dunes_657,8143775.658,-275176.8182,-4470.627593,-4.642399366,137.3904212
658,Dunes_659,Dunes,Dunes_657,8143775.658,-275176.8182,-4470.627593,-4.642399366,137.3904212
658,Dunes_660,Dunes,Dunes_657,8143775.658,-275176.8182,-4470.627593,-4.642399366,137.3904212
658,Dunes_661,Dunes,Dunes_657,8143775.658,-275176.8182,-4470.627593,-4.642399366,137.3904212
658,Dunes_662,Dunes,Dunes_657,8143775.658,-275176.8182,-4470.627593,-4.642399366,137.3904212
658,Dunes_663,Dunes,Dunes_657,8143775.658,-275176.8182,-4470.627593,-4.642399366,137.3904212
658,Dunes_664,Dunes,Dunes_657,8143775.658,-275176.8182,-4470.627593,-4.642399366,137.3904212
658,Dunes_665,Dunes,Dunes_657,8143775.658,-275176.8182,-4470.627593,-4.642399366,137.3904212
658,Dunes_666,Dunes,Dunes_657,8143775.658,-275176.8182,-4470.627593,-4.642399366,137.3904212
658,Dunes_667,Dunes,Dunes_657,8143775.658,-275176.8182,-4470.627593,-4.642399366,137.3904212
658,Dunes_668,Dunes,Dunes_657,8143775.658,-275176.8182,-4470.627593,-4.642399366,137.3904212
658,Dunes_669,Dunes,Dunes_657,8143775.658,-275176.8182,-4470.627593,-4.642399366,137.3904212
658,Dunes_670,Dunes,Dunes_657,8143775.658,-275176.8182,-4470.627593,-4.642399366,137.3904212
658,Dunes_671,Dunes,Dunes_657,8143775.658,-275176.8182,-4470.627593,-4.642399366,137.3904212
658,Dunes_672,Dunes,Dunes_657,8143775.658,-275176.8182,-4470.627593,-4.642399366,137.3904212
658,Dunes_673,Dunes,Dunes_657,8143775.658,-275176.8182,-4470.627593,-4.642399366,137.3904212
658,Dunes_674,Dunes,Dunes_657,8143775.658,-275176.8182,-4470.627593,-4.642399366,137.3904212
658,Dunes_675,Dunes,Dunes_657,8143775.658,-275176.8182,-4470.627593,-4.642399366,137.3904212
658,Dunes_676,Dunes,Dunes_657,8143775.658,-275176.8182,-4470.627593,-4.642399366,137.3904212
658,Elizabeth,Elizabeth,Elizabeth,8143768.585,-275160.8487,-4472.891377,-4.642129951,137.3903019
658,Monroe,Monroe,Monroe,8143769.035,-275159.8031,-4472.923509,-4.642112311,137.3903094
659,Beaver_Brook_1,Beaver_Brook,Beaver_Brook_1,8143748.161,-275189.0701,-4473.772104,-4.642606063,137.3899573
659,Beaver_Brook_2,Beaver_Brook,Beaver_Brook_2,8143748.182,-275188.9792,-4473.753325,-4.642604529,137.3899576
659,Mt_Tug,Mt_Tug,Mt_Tug,8143746.936,-275186.6602,-4473.72203,-4.642565406,137.3899366
662,Quechee_Gorge,Quechee_Gorge,Quechee_Gorge,8143654.661,-275248.5775,-4474.379076,-4.643609989,137.3883799
663,Eliot,Eliot,Eliot,8143583.863,-275352.7494,-4469.756815,-4.645367432,137.3871855
663,Kinsman,Kinsman,Kinsman,8143584.05,-275347.3675,-4470.168882,-4.645276636,137.3871886
663,Peace_Vallis_Channel_Start,Peace_Vallis,Peace_Vallis_Channel_Mosaic_Start,8143578.244,-275335.3809,-4468.107741,-4.645074414,137.3870907
664,Berwick,Berwick,Berwick,8143576.637,-275374.0677,-4468.341224,-4.645727084,137.3870636
665,Hardy_Hill,Hardy_Hill,Hardy_Hill,8143544.527,-275428.0228,-4468.372731,-4.646637339,137.3865219
666,Balch_Hill,Balch_Hill,Balch_Hill,8143443.746,-275496.1385,-4470.62421,-4.647786492,137.3848216
666,Storrs_Pond,Storrs_Pond,Storrs_Pond,8143443.953,-275495.5454,-4470.599762,-4.647776487,137.3848251
669,Calef,Calef,Calef,8143439.335,-275593.2549,-4470.279137,-4.649424906,137.3847472
669,Holts_Ledge,Holts_Ledge,Holts_Ledge,8143433.058,-275591.0391,-4471.05762,-4.649387523,137.3846413
670,Bloods_Brook,Bloods_Brook,Bloods_Brook,8143396.357,-275596.3283,-4467.69198,-4.649476755,137.3840221
672,Mountain_Girl,Mountain_Girl,Mountain_Girl,8143386.291,-275769.9533,-4472.48283,-4.652405914,137.3838523
676,Radcliff,Radcliff,Radcliff,8143404.062,-275834.5684,-4473.840596,-4.653496009,137.3841521
677,Worldbeater,Worldbeater,Worldbeater,8143392.044,-275834.5832,-4473.58207,-4.65349626,137.3839494
687,Nova_ccam,Nova,Nova_ccam,8143408.286,-276003.228,-4467.089153,-4.656341399,137.3842234
690,Reed,Reed,Reed,8143358.646,-276076.108,-4463.263327,-4.657570929,137.3833859
691,Limekiln,Limekiln,Limekiln,8143370.012,-276107.105,-4461.555492,-4.658093867,137.3835777
692,Pyramid_Hills,Pyramid_Hills,Pyramid_Hills,8143361.151,-276119.6704,-4460.561691,-4.658305852,137.3834282
694,Johnnie,Johnnie,Johnnie,8143340.293,-276134.1619,-4458.835716,-4.658550333,137.3830763
694,South_Park2,South_Park,South_Park2,8143337.89,-276132.3227,-4459.363017,-4.658519305,137.3830358
701,Chocolate_Sundae_Mountain,Chocolate_Sundae_Mountain,Chocolate_Sundae_Mountain,8143337.248,-276173.484,-4457.152795,-4.659213721,137.3830249
701,Ely_Springs,Ely_Springs,Ely_Springs,8143334.732,-276171.7863,-4457.164718,-4.659185079,137.3829825
701,Skidoo,Skidoo,Skidoo,8143337.015,-276172.1224,-4457.202905,-4.659190751,137.383021
703,Andrews_Mountain,Andrews_Mountain,Andrews_Mountain,8143334.692,-276185.5485,-4456.555811,-4.659417256,137.3829818
703,Cuzcatlan,Cuzcatlan,Cuzcatlan,8143334.431,-276185.139,-4456.524216,-4.659410348,137.3829774
704,Resting_Spring,Resting_Spring,Resting_Spring,8143329.447,-276211.3091,-4456.086238,-4.659851853,137.3828933
704,Thimble,Thimble,Thimble,8143328.407,-276213.2083,-4455.931451,-4.659883894,137.3828758
705,Cline_A_RMI_Moasic_Start,Cline,Cline_A_RMI_Moasic_Start,8143270.903,-276427.1167,-4445.632594,-4.663492658,137.3819057
705,Cline_B_RMI_Mosaic_Start,Cline,Cline_B_RMI_Mosaic_Start,8143261.493,-276406.5387,-4446.316787,-4.663145495,137.3817469
705,Cline_C_RMI_Moasic_Start,Cline,Cline_C_RMI_Moasic_Start,8143252.697,-276388.7616,-4448.969359,-4.662845584,137.3815985
705,Poleta,Poleta,Poleta,8143329.041,-276212.5136,-4455.958877,-4.659872174,137.3828865
705,sol00704_Windjana_dump_pile,Windjana,sol00704_Windjana_dump_pile,8143325.435,-276211.828,-4455.262141,-4.659860607,137.3828256
707,Redlands,Redlands,Redlands,8143315.758,-276227.03,-4458.129125,-4.660117074,137.3826624
707,Saline_Valley,Saline_Valley,Saline_Valley,8143315.993,-276227.2593,-4458.128589,-4.660120942,137.3826663
707,Stirling_2,Stirling,Stirling_2,8143315.309,-276226.6322,-4458.035381,-4.660110363,137.3826548
710,Desert_Range,Desert_Range,Desert_Range,8143319.352,-276234.427,-4458.262126,-4.660241866,137.382723
711,Gold_Ace,Gold_Ace,Gold_Ace,8143318.311,-276224.5694,-4457.68948,-4.660075562,137.3827055
713,Thorndike,Thorndike,Thorndike,8143318.429,-276225.8799,-4457.648277,-4.660097671,137.3827075
717,Greenwater,Greenwater,Greenwater,8143294.718,-276191.3086,-4457.145437,-4.659514432,137.3823074
717,Pogonip,Pogonip,Pogonip,8143272.873,-276430.9967,-4446.865823,-4.663558116,137.3819389
719,Bonanza_King1,Bonanza_King,Bonanza_King1,8143318.873,-276219.5438,-4457.496809,-4.659990777,137.3827149
719,Bonanza_King2,Bonanza_King,Bonanza_King2,8143319.085,-276219.4824,-4457.465507,-4.659989741,137.3827185
719,Campito,Campito,Campito,8143318.733,-276219.8332,-4457.554894,-4.65999566,137.3827126
719,Manly,Manly,Manly,8143319.79,-276219.4921,-4457.34228,-4.659989906,137.3827304
720,Goodwin_1,Goodwin,Goodwin,8143229.483,-276330.0307,-4453.414378,-4.661854759,137.3812069
720,Goodwin_2,Goodwin,Goodwin,8143229.483,-276330.0307,-4453.414378,-4.661854759,137.3812069
720,HalfPint_1,HalfPint,HalfPint,8143313.833,-276231.231,-4454.776851,-4.660187948,137.3826299
720,HalfPint_2,HalfPint,HalfPint,8143313.833,-276231.231,-4454.776851,-4.660187948,137.3826299
721,Bonanza_King1_ccam,Bonanza_King,Bonanza_King1_ccam,8143319.096,-276219.3162,-4457.426758,-4.659986938,137.3827187
725,BonanzaKing2_CCAM,Bonanza_King,BonanzaKing2_CCAM,8143319.272,-276219.2226,-4457.383659,-4.659985359,137.3827217
725,Carrara,Carrara,Carrara,8143319.105,-276218.9364,-4457.35497,-4.659980531,137.3827189
725,Lee_Flat,Lee_Flat,Lee_Flat,8143316.202,-276218.272,-4456.760261,-4.659969321,137.3826699
725,Perdido,Perdido,Perdido,8143319.082,-276218.919,-4457.36125,-4.659980236,137.3827185
726,BonanzaKing2_CCAM,Bonanza_King,BonanzaKing2_CCAM,8143319.272,-276219.2226,-4457.383659,-4.659985359,137.3827217
727,Bird_Spring,Bird_Spring,Bird_Spring,8143318.73,-276219.4319,-4457.484803,-4.65998889,137.3827125
727,Campito_2,Campito,Campito_2,8143318.937,-276219.5929,-4457.474533,-4.659991607,137.382716
727,Crystal_Spring,Crystal_Spring,Crystal_Spring,8143318.552,-276219.3559,-4457.512415,-4.659987608,137.3827095
727,Dunderberg,Dunderberg,Dunderberg,8143317.542,-276217.5472,-4457.100972,-4.659957094,137.3826925
727,Dunes_727_CCAM,Dunes,Dunes_727_CCAM,8143318.534,-276232.7829,-4454.471735,-4.660214128,137.3827092
728,BonanzaKing3,Bonanza_King,BonanzaKing3,8143319.261,-276219.2424,-4457.382174,-4.659985692,137.3827215
728,Deep_Spring,Deep_Spring,Deep_Spring,8143318.846,-276219.082,-4457.436888,-4.659982986,137.3827145
728,Ninemile,Ninemile,Ninemile,8143317.594,-276219.6396,-4457.565682,-4.659992394,137.3826934
728,Perdido,Perdido,Perdido,8143319.082,-276218.919,-4457.36125,-4.659980236,137.3827185
728,Titus_Canyon,Titus_Canyon,Titus_Canyon,8143317.438,-276219.5819,-4457.505777,-4.65999142,137.3826907
731,Beck_Spring,Beck_Spring,Beck_Spring,8143280.898,-276175.0269,-4457.520305,-4.65923975,137.3820743
731,Eagle_Mountain,Eagle_Mountain,Eagle_Mountain,8143281.1,-276175.5542,-4457.480983,-4.659248646,137.3820777
731,Furnace_Creek,Furnace_Creek,Furnace_Creek,8143281.979,-276175.0385,-4457.561689,-4.659239946,137.3820925
732,Hall_Canyon,Hall_Canyon,Hall_Canyon,8143271.257,-276179.4346,-4457.554643,-4.65931411,137.3819116
732,Keeler_Canyon,Keeler_Canyon,Keeler_Canyon,8143271.189,-276177.9422,-4457.672237,-4.659288934,137.3819105
732,Lippincott,Lippincott,Lippincott,8143268.143,-276175.0363,-4457.838693,-4.65923991,137.3818591
733,Red_Pass,Red_Pass,Red_Pass,8143263.474,-276179.172,-4457.668934,-4.659309681,137.3817803
738,Tihvipah,Tihvipah,Tihvipah,8143189.027,-276162.2152,-4458.017019,-4.659023609,137.3805244
739,Silver_King,Silver_King,Silver_King,8143158.839,-276169.8266,-4458.223996,-4.659152019,137.3800151
739,Warm_Spring,Warm_Spring,Warm_Spring,8143161.697,-276168.5513,-4458.063615,-4.659130503,137.3800633
740,Hunter_Mountain,Hunter_Mountain,Hunter_Mountain,8143138.249,-276173.6823,-4458.399956,-4.659217066,137.3796677
740,N74050,Pahrump_Hills,N74050,8143134.357,-276187.7497,-4456.716602,-4.659454392,137.379602
740,Timber_Mountain,Timber_Mountain,Timber_Mountain,8143137.783,-276175.2437,-4458.615671,-4.659243409,137.3796598
740,Wood_Canyon,Wood_Canyon,Wood_Canyon,8143139.73,-276174.4343,-4458.541498,-4.659229753,137.3796927
741,Badwater,Badwater,Badwater,8143132.141,-276178.3402,-4458.768393,-4.659295647,137.3795647
741,Mesquite,Mesquite,Mesquite,8143132.077,-276181.2333,-4458.892088,-4.659344456,137.3795636
741,Mono,Mono,Mono,8143132.635,-276177.1843,-4458.518358,-4.659276147,137.379573
741,Tucki,Tucki,Tucki,8143130.905,-276180.9551,-4459.150321,-4.659339764,137.3795438
744,Antelope_Valley,Antelope_Valley,Antelope_Valley,8143045.954,-276183.1464,-4459.374062,-4.659376731,137.3781106
744,Butte_Valley,Butte_Valley,Butte_Valley,8143044.724,-276183.1222,-4459.387991,-4.659376322,137.3780899
746,Anvil_Spring_Canyon,Anvil_Spring_Canyon,Anvil_Spring_Canyon,8143015.979,-276191.3239,-4458.457166,-4.659514691,137.3776049
746,Copper_Queen,Copper_Queen,Copper_Queen,8143014.406,-276190.4158,-4458.570053,-4.659499371,137.3775784
746,Epaulet_Peak,Epaulet_Peak,Epaulet_Peak,8143016.638,-276191.912,-4458.325778,-4.659524612,137.377616
751,Shinarump,Shinarump,Shinarump,8142966.24,-276284.7753,-4459.36532,-4.661091272,137.3767658
751,Upheaval_Dome,Upheaval_Dome,Upheaval_Dome,8142962.32,-276283.9733,-4458.954279,-4.661077743,137.3766997
758,Mammoth,Mammoth,Mammoth,8143008.408,-276382.807,-4460.403668,-4.662745127,137.3774772
758,Morrison,Morrison,Morrison,8143008.924,-276382.6996,-4460.446809,-4.662743315,137.3774859
762,Panum,Panum,Panum,8143009.154,-276382.4297,-4460.508064,-4.662738761,137.3774898
762,Stovepipe_Wells,Stovepipe_Wells,Stovepipe_Wells,8143009.104,-276382.3455,-4460.519003,-4.662737341,137.377489
766,Comb_Ridge_ccam,Comb_Ridge,Comb_Ridge_ccam,8143010.219,-276386.1579,-4460.004039,-4.662801659,137.3775078
766,Confidence_Hills_Full_Drill_Hole,Confidence_Hills,Confidence_Hills_Full_Drill_Hole,8143009.181,-276382.4395,-4460.511862,-4.662738926,137.3774902
766,Morrison,Morrison,Morrison,8143008.924,-276382.6996,-4460.446809,-4.662743315,137.3774859
766,Straight_Cliffs,Straight_Cliffs,Straight_Cliffs,8143008.692,-276382.6695,-4460.44464,-4.662742807,137.377482
767,Paoha,Paoha,Paoha,8143009.085,-276382.4047,-4460.507753,-4.662738339,137.3774886
767,Quartz_Spring,Quartz_Spring,Quartz_Spring,8143006.964,-276382.8604,-4460.246558,-4.662746028,137.3774528
767,The_Maze,The_Maze,The_Maze,8143008.017,-276383.4305,-4460.277905,-4.662755645,137.3774706
771,Crowley,Crowley,Crowley,8143007.503,-276383.3267,-4460.257409,-4.662753894,137.3774619
771,Fairyland_Point,Fairyland_Point,Fairyland_Point,8143006.286,-276382.6016,-4460.284176,-4.662741661,137.3774414
771,Pink_Cliffs,Pink_Cliffs,Pink_Cliffs,8143009.882,-276391.9433,-4459.283359,-4.662899261,137.3775021
771,White_Cliffs,White_Cliffs,White_Cliffs,8143008.65,-276382.8037,-4460.427283,-4.66274507,137.3774813
772,Mammoth,Mammoth,Mammoth,8143008.408,-276382.807,-4460.403668,-4.662745127,137.3774772
773,Cockscomb,Cockscomb,Cockscomb,8143007.855,-276382.4119,-4460.38128,-4.66273846,137.3774679
773,Confidence_Hills_Dump_Pile,Confidence_Hills,Confidence_Hills_Dump_Pile,8143007.73,-276382.1322,-4460.386995,-4.662733742,137.3774658
773,White_Cliffs_2,White_Cliffs,White_Cliffs_2,8143008.656,-276382.8022,-4460.427975,-4.662745045,137.3774814
776,Bald_Mountain,Bald_Mountain,Bald_Mountain,8143003.217,-276377.1825,-4460.621582,-4.662650238,137.3773896
776,Gold_Valley,Gold_Valley,Gold_Valley,8143013.63,-276387.7687,-4459.777385,-4.662828833,137.3775653
776,Maturango,Maturango,Maturango,8143008.587,-276382.1364,-4460.483755,-4.662733812,137.3774802
778,Bald_Mountain2,Bald_Mountain,Bald_Mountain2,8143004.074,-276377.9914,-4460.163785,-4.662663884,137.3774041
778,Gold_Valley,Gold_Valley,Gold_Valley,8143013.63,-276387.7687,-4459.777385,-4.662828833,137.3775653
778,Kings_Peak,Kings_Peak,Kings_Peak,8143006.45,-276383.592,-4460.194501,-4.662758369,137.3774442
778,Red_Rock_Canyon,Red_Rock_Canyon,Red_Rock_Canyon,8143006.464,-276384.3077,-4460.222956,-4.662770445,137.3774444
778,Whirlwind_Valley,Whirlwind_Valley,Whirlwind_Valley,8143006.603,-276383.6357,-4460.217981,-4.662759107,137.3774468
779,Bald_Mountain_3,Bald_Mountain,Bald_Mountain_3,8143004.083,-276378.0943,-4460.168073,-4.66266562,137.3774042
779,Book_Cliffs,Book_Cliffs,Book_Cliffs,8143020.136,-276395.8017,-4457.811005,-4.662964355,137.3776751
779,Hanaupah,Hanaupah,Hanaupah,8143007.948,-276384.1894,-4460.211508,-4.662768449,137.3774694
780,Mount_Powell,Mount_Powell,Mount_Powell,8143004.282,-276378.0419,-4460.197985,-4.662664736,137.3774076
781,Castle_Valley,Castle_Valley,Castle_Valley,8143015.145,-276397.734,-4458.604554,-4.662996954,137.3775909
781,Delta,Delta,Delta,8143015.281,-276396.5203,-4458.80558,-4.662976477,137.3775932
781,San_Rafael_Swell,San_Rafael_Swell,San_Rafael_Swell,8143016.149,-276397.2965,-4458.459561,-4.662989574,137.3776078
782,confidence_hills_postsieve_dump_cc,Confidence_Hills,confidence_hills_postsieve_dump_cc,8143015.698,-276396.1034,-4458.784507,-4.662969445,137.3776002
785,Hayden_Peak,Hayden_Peak,Hayden_Peak,8143013.627,-276398.9526,-4458.58131,-4.663017513,137.3775653
785,Ibex_Pass_785,Ibex_Pass,Ibex_Pass_785,8143012.565,-276399.2014,-4458.577862,-4.66302171,137.3775473
785,Saddle_Peak,Saddle_Peak,Saddle_Peak,8143016.019,-276396.9621,-4458.591935,-4.662983932,137.3776056
787,Deadman_Pass,Deadman_Pass,Deadman_Pass,8143020.405,-276395.3192,-4457.881938,-4.662956215,137.3776796
787,Funeral_Peak,Funeral_Peak,Funeral_Peak,8143019.945,-276394.9223,-4458.086312,-4.66294952,137.3776719
787,Goblin_Valley,Goblin_Valley,Goblin_Valley,8143020.656,-276394.7746,-4457.829584,-4.662947027,137.3776838
789,Barstow,Barstow,Barstow,8143030.429,-276407.8241,-4457.571641,-4.663167181,137.3778487
789,San_Gabriel,San_Gabriel,San_Gabriel,8143030.431,-276405.0555,-4457.908798,-4.663120472,137.3778487
789,Skyline,Skyline,Skyline,8143030.273,-276409.7671,-4457.336532,-4.66319996,137.3778461
792,Agate_Hill,Agate_Hill,Agate_Hill,8143031.906,-276413.1999,-4456.359387,-4.663257873,137.3778736
792,Aztec_2,Aztec,Aztec_2,8143032.92,-276413.3385,-4456.237729,-4.663260211,137.3778907
792,Cajon,Cajon,Cajon,8143031.521,-276413.961,-4456.011214,-4.663270713,137.3778671
792,Crowder,Crowder,Crowder,8143035.246,-276410.8981,-4457.143335,-4.663219041,137.37793
794,Aguereberry_Point,Aguereberry_Point,Aguereberry_Point,8143026.497,-276422.6884,-4454.649387,-4.663417949,137.3777824
794,Cima,Cima,Cima_ccam,8143026.769,-276421.575,-4454.916221,-4.663399166,137.377787
794,Sespe,Sespe,Sespe_ccam,8143026.466,-276422.3309,-4454.781524,-4.663411919,137.3777819
794,Soledad_Pass,Soledad_Pass,Soledad_Pass,8143026.434,-276423.0916,-4454.596867,-4.663424752,137.3777813
796,Baldwin,Baldwin,Baldwin,8143011.624,-276430.3918,-4453.584307,-4.66354791,137.3775315
796,Orocopia,Orocopia,Orocopia,8143011.709,-276434.9303,-4451.734721,-4.663624478,137.3775329
796,Vasquez,Vasquez,Vasquez,8143012.759,-276430.5844,-4453.382332,-4.663551161,137.3775506
796,Wild_Horse_Mesa,Wild_Horse_Mesa,Wild_Horse_Mesa,8143012.064,-276430.9353,-4453.236286,-4.663557079,137.3775389
799,Hackberry_Spring,Hackberry_Spring,Hackberry_Spring,8143010.408,-276376.2432,-4461.110713,-4.662634391,137.377511
801,Bopesta,Bopesta,Bopesta,8143012.974,-276373.9918,-4461.260274,-4.662596408,137.3775542
801,Harold,Harold,Harold,8143012.923,-276374.2422,-4461.279733,-4.662600633,137.3775534
801,Hole_in_the_Wall,Hole_in_the_Wall,Hole_in_the_Wall,8143012.997,-276373.7076,-4461.227292,-4.662591614,137.3775546
801,Manix,Manix,Manix,8143012.919,-276373.6603,-4461.255405,-4.662590817,137.3775533
